City,Airport Code,Trip Distance (km),Total Distance (km)
Hangzhou,HGH,7600.8,3.10892e+07
Kota Kinabalu,BKI,6026.2,3.10952e+07
Mulu,MZV,8407.9,3.11036e+07
Bandar Seri Begawan,BWN,8673.61,3.11123e+07
Jeddah,JED,12092,3.11244e+07
Alexandria,HBE,1945.73,3.11263e+07
Sharm El Sheikh,SSH,630.403,3.11269e+07
Moscow,SVO,1899.33,3.11288e+07
Punta Cana,PUJ,6447.01,3.11353e+07
Cleveland,CLE,13245.8,3.11485e+07
Franklin,FKL,15028.3,3.11636e+07
Cleveland,CLE,15149.1,3.11787e+07
Punta Cana,PUJ,14499.9,3.11932e+07
Halifax,YHZ,12665.8,3.12059e+07
Sydney,YQY,15118,3.1221e+07
Armidale,ARM,6979.33,3.1228e+07
Salt Lake City,SLC,12477.8,3.12404e+07
Saint George,SGU,12338.2,3.12528e+07
Salt Lake City,SLC,11734.8,3.12645e+07
Atlanta,ATL,13135.4,3.12777e+07
Sarasota,SRQ,13933,3.12916e+07
Atlanta,ATL,13412.5,3.1305e+07
Bermuda,BDA,13796.1,3.13188e+07
Atlanta,ATL,14539.6,3.13333e+07
Moline,MLI,14142.1,3.13475e+07
Las Vegas,LAS,14558.8,3.1362e+07
Santa Ana,SNA,11486.7,3.13735e+07
Honiara,HIR,3360.1,3.13769e+07
Nandi,NAN,3663.44,3.13805e+07
Tarawa,TRW,2430.89,3.1383e+07
Nauru,INU,1516.01,3.13845e+07
Tarawa,TRW,1765.59,3.13863e+07
Nandi,NAN,1790.46,3.1388e+07
Nausori,SUV,2898.77,3.13909e+07
Funafuti,FUN,2324.25,3.13933e+07
Nausori,SUV,2110.92,3.13954e+07
Auckland,AKL,4096.86,3.13995e+07
Guangzhou,CAN,10358.3,3.14098e+07
Vientiane,VTE,7858.34,3.14177e+07
Phon Savan,XKH,8203.16,3.14259e+07
Vientiane,VTE,8035.48,3.14339e+07
Hanoi,HAN,8182.25,3.14421e+07
Hue,HUI,7697.61,3.14498e+07
Hanoi,HAN,8449.04,3.14583e+07
Tokyo,NRT,7295.37,3.14656e+07
Denver,DEN,3127.65,3.14687e+07
Bismarck,BIS,13016.8,3.14817e+07
Denver,DEN,14193.5,3.14959e+07
Frankfurt,FRA,15555.1,3.15114e+07
Tselinograd,TSE,4982.73,3.15164e+07
Urumqi,URC,3125.34,3.15196e+07
Yinchuan,INC,5020.34,3.15246e+07
Chongqing,CKG,6299.23,3.15309e+07
Chiang Mai,CNX,7153.09,3.1538e+07
Mae Hong Son,HGN,8136.34,3.15462e+07
Chiang Mai,CNX,8028.12,3.15542e+07
Hangzhou,HGH,7939.2,3.15621e+07
Tokyo,NRT,6335.06,3.15685e+07
Denver,DEN,3127.65,3.15716e+07
Rapid City,RAP,13022.5,3.15846e+07
Las Vegas,LAS,13595.7,3.15982e+07
Flint,FNT,12128.2,3.16103e+07
Atlanta,ATL,15074.6,3.16254e+07
Tokyo,NRT,13877.1,3.16393e+07
Cebu,CEB,5714.28,3.1645e+07
Davao,DVO,7305.54,3.16523e+07
Singapore,SIN,8541.33,3.16609e+07
Munich,MUC,11098.2,3.1672e+07
Funchal,FNC,6098.5,3.16781e+07
Munich,MUC,6732.4,3.16848e+07
Sao Paulo,GRU,4589.69,3.16894e+07
Manaus,MAO,5642.63,3.1695e+07
Santarem,STM,7722.97,3.17027e+07
Goroka,,5820.07,3.17086e+07
Port Moresby,POM,5141.79,3.17137e+07
Manila,MNL,9063.36,3.17228e+07
Siem-reap,REP,8601.31,3.17314e+07
Sihanoukville,KOS,8474.39,3.17398e+07
Siem-reap,REP,8849.19,3.17487e+07
Hong Kong,HKG,8512.9,3.17572e+07
Auckland,AKL,5363.28,3.17626e+07
NAPIER,NPE,6015.36,3.17686e+07
Auckland,AKL,5740.22,3.17743e+07
Tokyo,NRT,9068.28,3.17834e+07
Chengdu,CTU,8760.45,3.17922e+07
Lhasa,LXA,7415.85,3.17996e+07
Chengdu,CTU,6775.43,3.18063e+07
Tokyo,NRT,6323.45,3.18127e+07
San Francisco,SFO,1806.49,3.18145e+07
Redding,RDD,10706.1,3.18252e+07
San Francisco,SFO,11073,3.18363e+07
Eugene,EUG,10650.8,3.18469e+07
Las Vegas,LAS,11531,3.18584e+07
Idaho Falls,IDA,11416.2,3.18698e+07
Las Vegas,LAS,12616.9,3.18825e+07
Medford,MFR,11289.9,3.18938e+07
San Francisco,SFO,11214.4,3.1905e+07
Redmond-Bend,RDM,10672.3,3.19156e+07
Los Angeles,LAX,11736.4,3.19274e+07
Guangzhou,CAN,13275.6,3.19407e+07
Changzhou,CZX,7721.57,3.19484e+07
Guangzhou,CAN,6966.86,3.19553e+07
Yibin,YBP,8226.35,3.19636e+07
Guangzhou,CAN,6915.54,3.19705e+07
Cairo,CAI,9990.97,3.19805e+07
Beirut,BEY,213.78,3.19807e+07
Yerevan,EVN,430.282,3.19811e+07
Tyumen,TJM,818.158,3.19819e+07
Tashkent,TAS,1727.67,3.19837e+07
Tokyo,NRT,6296.34,3.199e+07
Denver,DEN,3127.65,3.19931e+07
Akron,CAK,13454,3.20065e+07
Denver,DEN,15299.4,3.20218e+07
Huntsville,HSV,13474.3,3.20353e+07
Houston,IAH,14053.7,3.20494e+07
Cleveland,CLE,12998.1,3.20624e+07
PARKERSBURG,PKB,15021.8,3.20774e+07
Cleveland,CLE,14851.3,3.20922e+07
Dallas-Fort Worth,DFW,15148,3.21074e+07
MONTGOMERY,MGM,13260,3.21207e+07
Atlanta,ATL,13773.7,3.21344e+07
BRISTOL,TRI,14023,3.21484e+07
Atlanta,ATL,14417.9,3.21629e+07
Chicago,MDW,14121.5,3.2177e+07
PADUCAH,PAH,14800.9,3.21918e+07
Fairbanks,ORD,14207.4,3.2206e+07
Seattle,SEA,10812.2,3.22168e+07
Dubai,DXB,17700.7,3.22345e+07
Samara,KUF,3357.53,3.22379e+07
Yekaterinburg,SVX,464.982,3.22383e+07
Novosibirsk,OVB,1641.2,3.224e+07
Hong Kong,HKG,3984.77,3.2244e+07
Haikou,HAK,7722.14,3.22517e+07
Shanghai,SHA,7926.29,3.22596e+07
Seattle,SEA,3105.42,3.22627e+07
Kalispell,FCA,11794.3,3.22745e+07
Denver,DEN,13033.4,3.22875e+07
Page,PGA,13006,3.23005e+07
Denver,DEN,12083.4,3.23126e+07
Frankfurt,FRA,15555.1,3.23282e+07
Barcelona,BCN,5856.3,3.2334e+07
Guayana,PZO,10141.8,3.23442e+07
Santa Elena de Uairen,SNV,9631.04,3.23538e+07
Guayana,PZO,9449.32,3.23633e+07
Ciudad del Este,GEO,9587.68,3.23728e+07
Sao Paulo,GRU,3769.23,3.23766e+07
Atlanta,ATL,10059.3,3.23867e+07
Saginaw,MBS,14104.6,3.24008e+07
Detroit,DTW,15199.5,3.2416e+07
Binghamton,BGM,15009.7,3.2431e+07
Philadelphia,PHL,15193.8,3.24462e+07
Tel-aviv,TLV,12794.6,3.2459e+07
Cairo,CAI,340.976,3.24593e+07
Baghdad,BGW,1056.98,3.24604e+07
Cairo,CAI,1224.37,3.24616e+07
Larnaca,LCA,186.019,3.24618e+07
Yekaterinburg,SVX,397.926,3.24622e+07
Novosibirsk,OVB,1641.2,3.24638e+07
Hong Kong,HKG,3984.77,3.24678e+07
Chiang Mai,CNX,8174.01,3.2476e+07
Nan,NNT,8080.54,3.24841e+07
Bangkok,DMK,8018.48,3.24921e+07
Roi Et,ROI,8530.57,3.25006e+07
Bangkok,DMK,8350.76,3.2509e+07
Buri Ram,BFV,8523.1,3.25175e+07
Bangkok,DMK,8439.45,3.25259e+07
Ranong,UNN,8507.1,3.25344e+07
Bangkok,DMK,8982.39,3.25434e+07
Trat,TDX,8507.79,3.25519e+07
Kendari,BKK,8739.11,3.25607e+07
Jakarta,CGK,9062.71,3.25697e+07
Hong Kong,HKG,10603,3.25803e+07
Angeles City,CRK,7055.2,3.25874e+07
Hong Kong,HKG,8463.21,3.25958e+07
Kota Kinabalu,BKI,6843.2,3.26027e+07
Sandakan,SDK,8342.44,3.2611e+07
Kuala Lumpur,KUL,8955.34,3.262e+07
Vientiane,VTE,9825.32,3.26298e+07
Luang Namtha,LXG,8280.47,3.26381e+07
Vientiane,VTE,7838.9,3.26459e+07
Muang Xay,ODY,8259.98,3.26542e+07
Vientiane,VTE,7880.11,3.26621e+07
Kunming,KMG,8343.42,3.26704e+07
Chongqing,CKG,7610.2,3.2678e+07
Dongying,DOY,7128.43,3.26852e+07
Dalian,DLC,6780.89,3.26919e+07
Tokyo,NRT,5591.12,3.26975e+07
Seattle,SEA,996.267,3.26985e+07
Juneau,JNU,11745,3.27103e+07
Petersburg,PSG,11568.1,3.27218e+07
Juneau,JNU,11604,3.27334e+07
Seattle,SEA,11571.7,3.2745e+07
Jinan,YWH,11725.5,3.27567e+07
Shenyang,SHE,6800.24,3.27635e+07
Luoyang,LYA,6914.81,3.27705e+07
Shenyang,SHE,6822.12,3.27773e+07
Xuzhou,XUZ,6652.87,3.27839e+07
Kunming,KMG,7243.32,3.27912e+07
Dubai,DXB,8464.36,3.27996e+07
Isfahan,IFN,3690.12,3.28033e+07
Istanbul,IST,2339.98,3.28057e+07
Ufa,UFA,1356.9,3.2807e+07
Moscow,SVO,1182,3.28082e+07
Hanoi,HAN,6308.82,3.28145e+07
Dalat,DLI,7536.86,3.28221e+07
Hanoi,HAN,8951.92,3.2831e+07
Dong Hoi,VDH,7764.63,3.28388e+07
Ho Chi Minh City,SGN,7954.09,3.28467e+07
Rach Gia,VKG,8685.6,3.28554e+07
Ho Chi Minh City,SGN,8765.77,3.28642e+07
Ca Mau,CAH,8660.06,3.28728e+07
Ho Chi Minh City,SGN,8847.15,3.28817e+07
Chu Lai,VCL,8745.59,3.28904e+07
Hanoi,HAN,8573.56,3.2899e+07
Tuy Hoa,TBB,7546.94,3.29065e+07
Hanoi,HAN,8832.51,3.29154e+07
Hong Kong,HKG,7688.42,3.29231e+07
Chiang Mai,CNX,8174.01,3.29312e+07
Pai,PYY,8129.76,3.29394e+07
Chiang Mai,CNX,8031.51,3.29474e+07
Bangkok,DMK,7999.78,3.29554e+07
Moscow,SVO,9615.83,3.2965e+07
Zagreb,ZAG,3018.68,3.2968e+07
Brac,BWK,4120.31,3.29722e+07
Zagreb,ZAG,4069.17,3.29762e+07
Istanbul,IST,3486.49,3.29797e+07
Beirut,BEY,1296.77,3.2981e+07
Accra,ACC,559.141,3.29816e+07
Lome,LFW,841.678,3.29824e+07
Conakry,CKY,2628.07,3.2985e+07
Lome,LFW,2633.36,3.29877e+07
Abuja,ABV,579.007,3.29883e+07
Kano,KAN,433.303,3.29887e+07
Beirut,BEY,431.878,3.29891e+07
Moscow,SVO,1704.07,3.29908e+07
Karlsruhe/Baden-Baden,FKB,3588.32,3.29944e+07
Thessaloniki,SKG,4811.94,3.29992e+07
Moscow,SVO,2611.51,3.30018e+07
Hanoi,HAN,6308.82,3.30081e+07
Phu Quoc,PQC,7623.93,3.30158e+07
Hanoi,HAN,9043.94,3.30248e+07
Tokyo,NRT,7295.37,3.30321e+07
San Francisco,SFO,1806.49,3.30339e+07
Washington,DCA,12145.6,3.30461e+07
Johnstown,JST,14902.3,3.3061e+07
College Station,IAD,14942.9,3.30759e+07
Houston,IAH,12978.1,3.30889e+07
Doha,DOH,13862.9,3.31027e+07
Kathmandu,KTM,5621.2,3.31084e+07
Tumling Tar,TMI,6673.73,3.3115e+07
Tianjin,TSN,7640.12,3.31227e+07
Urumqi,URC,8046.63,3.31307e+07
Moscow,SVO,4856.97,3.31356e+07
Athens,ATH,2209.2,3.31378e+07
Astypalaia,JTY,1831.25,3.31396e+07
Athens,ATH,1741.35,3.31414e+07
Ikaria,JIK,1890.05,3.31433e+07
Athens,ATH,1819.5,3.31451e+07
Kalymnos,JKL,1822.23,3.31469e+07
Athens,ATH,1723.18,3.31486e+07
Milos,MLO,1938.79,3.31506e+07
Athens,ATH,1902.48,3.31525e+07
Cyclades Islands,JNX,1910.56,3.31544e+07
Athens,ATH,1856.63,3.31562e+07
Paros,PAS,1919.95,3.31581e+07
Athens,ATH,1871.38,3.316e+07
Rhodos,RHO,1743.53,3.31618e+07
Kastelorizo,KZS,1110.63,3.31629e+07
Rhodos,RHO,1064.51,3.31639e+07
Heraklion,HER,1327.56,3.31653e+07
Larnaca,LCA,1135.37,3.31664e+07
Cairo,CAI,182.231,3.31666e+07
Marsa Alam,RMF,873.449,3.31675e+07
Cairo,CAI,1010.69,3.31685e+07
Larnaca,LCA,186.019,3.31687e+07
Yekaterinburg,SVX,397.926,3.3169e+07
Dubai,DXB,1775.17,3.31708e+07
Manila,MNL,8687.83,3.31795e+07
Busuanga,USU,7597.62,3.31871e+07
Manila,MNL,7921.04,3.3195e+07
Butuan,BXU,7118.58,3.32022e+07
Manila,MNL,8130.85,3.32103e+07
Dipolog,DPL,7217.9,3.32175e+07
Manila,MNL,8199.1,3.32257e+07
Laoag,LAO,7918.26,3.32336e+07
Manila,MNL,7340.69,3.3241e+07
Legazpi,LGP,7449.97,3.32484e+07
Cebu,CEB,7336.75,3.32557e+07
Ozamis,OZC,7475.02,3.32632e+07
Manila,MNL,8229.27,3.32714e+07
Jeddah,JED,11684.4,3.32831e+07
Adana,ADA,1948.99,3.32851e+07
Antalya,AYT,578.988,3.32857e+07
Zweibruecken,ZQW,3886.43,3.32895e+07
Antalya,AYT,4681.17,3.32942e+07
Erbil,EBL,983.035,3.32952e+07
Beirut,BEY,870.129,3.32961e+07
Accra,ACC,559.141,3.32966e+07
Lome,LFW,841.678,3.32975e+07
Rio De Janeiro,GIG,2330.27,3.32998e+07
Porto Seguro,BPS,3064.68,3.33029e+07
Sao Paulo,GRU,3365.37,3.33062e+07
Brasilia,BSB,3830.13,3.33101e+07
Palmas,PMW,4973.23,3.3315e+07
Brasilia,BSB,5178.17,3.33202e+07
Sao Paulo,GRU,4137.64,3.33244e+07
Caldas Novas,CLV,3754.52,3.33281e+07
Campinas,VCP,4063.52,3.33322e+07
Rio De Janeiro,GIG,3240.96,3.33354e+07
Dubai,DXB,3575.37,3.3339e+07
Tokyo,NRT,8581.42,3.33476e+07
Portland,PDX,1122.41,3.33487e+07
Missoula,MSO,11580.2,3.33603e+07
Las Vegas,LAS,12778.3,3.33731e+07
Honolulu,HNL,11216.6,3.33843e+07
Brisbane,BNE,4823.06,3.33891e+07
Bundaberg,BDB,6038.11,3.33951e+07
Brisbane,BNE,5844.2,3.3401e+07
Faleolo,APW,6465.62,3.34074e+07
Honolulu,HNL,654.086,3.34081e+07
Phoenix,PHX,6106.44,3.34142e+07
Page,PGA,11574.7,3.34258e+07
Grand Canyon,GCN,12015.7,3.34378e+07
Page,PGA,11835.2,3.34496e+07
Denver,DEN,12083.4,3.34617e+07
Frankfurt,FRA,15555.1,3.34773e+07
Male,MLE,7806.38,3.34851e+07
Kaadedhdhoo,KDM,9010.42,3.34941e+07
Male,MLE,9291.56,3.35034e+07
Moscow,SVO,7805.42,3.35112e+07
Yellowknife,YYZ,8330.65,3.35195e+07
Deline,YWJ,14253.9,3.35338e+07
Tulita,ZFN,13335.4,3.35471e+07
Norman Wells,YVQ,13210.1,3.35603e+07
Fort Good Hope,YGH,13228.7,3.35735e+07
Norman Wells,YVQ,13111.1,3.35867e+07
Yellowknife,YZF,13170.1,3.35998e+07
Calgary,YYC,14279.4,3.36141e+07
Tokyo,NRT,14478,3.36286e+07
Auckland,NOU,840.007,3.36294e+07
Port-vila,VLI,4733.03,3.36342e+07
Tanna,TAH,3401.12,3.36376e+07
Port-vila,VLI,3423.72,3.3641e+07
Auckland,NOU,3387.57,3.36444e+07
Tokyo,NRT,9068.28,3.36534e+07
Yellowknife,YYZ,4921.17,3.36584e+07
Deline,YWJ,14253.9,3.36726e+07
Tulita,ZFN,13335.4,3.36859e+07
Norman Wells,YVQ,13210.1,3.36992e+07
Inuvik,YEV,13297.7,3.37125e+07
Paulatuk,YPC,12772.6,3.37252e+07
Inuvik,YEV,13251.2,3.37385e+07
Norman Wells,YVQ,12800,3.37513e+07
Yellowknife,YZF,13170.1,3.37644e+07
Ottawa,YOW,15017.8,3.37795e+07
Frankfurt,FRA,13775.7,3.37932e+07
Sao Paulo,GRU,5078.17,3.37983e+07
Santa Cruz,VVI,4779.07,3.38031e+07
Trinidad,TDD,6305.44,3.38094e+07
Kulusuk,SRZ,6523.14,3.38159e+07
Sondrestrom,SFJ,14963.8,3.38309e+07
Copenhagen,CPH,13568.4,3.38445e+07
Amsterdam,AMS,6272.85,3.38507e+07
Philipsburg,SXM,8982.26,3.38597e+07
Saba,SAB,11335.7,3.3871e+07
Philipsburg,SXM,11313.7,3.38824e+07
Paris,CDG,9874.43,3.38922e+07
Tokyo,NRT,10843.8,3.39031e+07
Denver,DEN,3127.65,3.39062e+07
Vail,EGE,13029.7,3.39192e+07
Denver,DEN,12817.3,3.39321e+07
Frankfurt,FRA,15555.1,3.39476e+07
Alicante,ALC,5835.12,3.39534e+07
Tromso,TOS,6738.02,3.39602e+07
Stokmarknes,SKN,6674.02,3.39669e+07
Tromso,TOS,6926.46,3.39738e+07
Alicante,ALC,6218.09,3.398e+07
Santiago,SCQ,6780.52,3.39868e+07
Dallas-Fort Worth,DFW,7770.36,3.39946e+07
Lawton,LAW,13109.5,3.40077e+07
Dallas-Fort Worth,DFW,13218.2,3.40209e+07
Phoenix,PHX,13004.8,3.40339e+07
Flagstaff,FLG,11604.8,3.40455e+07
Phoenix,PHX,11850.3,3.40573e+07
Salt Lake City,SLC,11497.5,3.40688e+07
Twin Falls,TWF,12245,3.40811e+07
Salt Lake City,SLC,12229.9,3.40933e+07
Paris,CDG,15916.8,3.41092e+07
Nice,NCE,6208.29,3.41154e+07
Monaco,MCM,5369.37,3.41208e+07
Nice,NCE,5364.2,3.41262e+07
Munich,MUC,5385.28,3.41316e+07
Boston,BOS,10674.3,3.41422e+07
Vineyard Haven MA,MVY,15187.2,3.41574e+07
Boston,BOS,15143,3.41726e+07
Chicago,MDW,15804,3.41884e+07
Saint Cloud,STC,14842.8,3.42032e+07
Fairbanks,ORD,14765.3,3.4218e+07
Seattle,SEA,10812.2,3.42288e+07
Atlanta,ATL,12992.4,3.42418e+07
Columbus Mississippi,GTR,14053.3,3.42558e+07
Atlanta,ATL,13792,3.42696e+07
Erbil,EZE,13170.2,3.42828e+07
Cairo,CAI,865.436,3.42837e+07
Larnaca,LCA,186.019,3.42838e+07
Yekaterinburg,SVX,397.926,3.42842e+07
Nizhniy Novgorod,GOJ,845.161,3.42851e+07
Yekaterinburg,SVX,1412.61,3.42865e+07
Tel-aviv,TLV,480.496,3.4287e+07
Philadelphia,PHL,9951.09,3.42969e+07
Erie,ERI,15159.5,3.43121e+07
Philadelphia,PHL,15066.3,3.43272e+07
White Plains,HPN,14955.8,3.43421e+07
Barnstable,HYA,15025.6,3.43571e+07
Boston,BOS,15173.8,3.43723e+07
Cancun,CUN,15039.2,3.43874e+07
Belize City,BZE,12431.2,3.43998e+07
San Pedro,SPR,12001.8,3.44118e+07
Belize,TZA,12053.1,3.44238e+07
Belize City,BZE,12001.4,3.44358e+07
Los Angeles,LAX,12117.5,3.4448e+07
Washington,DCA,12067.9,3.446e+07
Morgantown,MGW,14911.6,3.44749e+07
College Station,IAD,14833.9,3.44898e+07
Houston,IAH,12978.1,3.45028e+07
Scranton,CRW,13026.4,3.45158e+07
Atlanta,ATL,15186.7,3.4531e+07
Minneapolis,MSP,14191.3,3.45452e+07
Bemidji,BJI,14702.5,3.45599e+07
Minneapolis,MSP,14863.2,3.45747e+07
Amsterdam,AMS,15225.8,3.45899e+07
Newcastle,NCL,7381.81,3.45973e+07
Ballina Byron Bay,BNK,6778.27,3.46041e+07
Klagenfurt,NTL,6162.11,3.46103e+07
Vienna,VIE,4631.23,3.46149e+07
St. Petersburg,LED,4415.03,3.46193e+07
Fargo,FAR,13748.1,3.46331e+07
Salt Lake City,SLC,14534.1,3.46476e+07
Gillette,GCC,12351.5,3.46599e+07
Denver,DEN,13465,3.46734e+07
Frankfurt,FRA,15555.1,3.4689e+07
Larnaca,LCA,4611.61,3.46936e+07
Yekaterinburg,SVX,397.926,3.4694e+07
Surgut,SGC,826.462,3.46948e+07
Tomsk,TOF,1785.1,3.46966e+07
Surgut,SGC,3217.19,3.46998e+07
Novosibirsk,OVB,1753.86,3.47016e+07
Hong Kong,HKG,3984.77,3.47055e+07
Bangkok,DMK,7891.67,3.47134e+07
Chumphon,CJM,8510.31,3.47219e+07
Bangkok,DMK,8887.28,3.47308e+07
Xi'an,XIY,8797.72,3.47396e+07
Jiuzhaigou,JZH,7040.16,3.47467e+07
Chengdu,CTU,6884.46,3.47536e+07
Shantou,SWA,6626.69,3.47602e+07
Hangzhou,HGH,7682.08,3.47679e+07
Dunhuang,DNH,8854.46,3.47767e+07
Urumqi,URC,5914.36,3.47826e+07
Moscow,SVO,4856.97,3.47875e+07
Catania,CTA,2652.77,3.47901e+07
Ancona,AOI,3878.49,3.4794e+07
Catania,CTA,3983.07,3.4798e+07
Bergamo,BGY,4321.4,3.48023e+07
Santiago,SCQ,6285.33,3.48086e+07
Copiapo,CPO,4877.6,3.48135e+07
Antofagasta,SCL,5337.84,3.48188e+07
Iquique,IQQ,6110.98,3.48249e+07
Santa Cruz,VVI,6274.07,3.48312e+07
Miami,MIA,9036.14,3.48402e+07
Georgetown,GCM,13023.8,3.48533e+07
Little Cayman,LYB,12283.3,3.48656e+07
Georgetown,GCM,12356.1,3.48779e+07
Zandery,PBM,8978.37,3.48869e+07
Amsterdam,AMS,8024.46,3.48949e+07
State College Pennsylvania,SAW,5390.18,3.49003e+07
Detroit,DTW,15231.5,3.49155e+07
Tokyo,NRT,14842,3.49304e+07
Cairns,CNS,1582.51,3.4932e+07
Darwin,DRW,6882.13,3.49388e+07
Broome,BME,7880.17,3.49467e+07
Brisbane,BNE,8401.77,3.49551e+07
Klagenfurt,NTL,6050.89,3.49612e+07
Vienna,VIE,4631.23,3.49658e+07
Oslo,OSL,5650.98,3.49715e+07
Alta,ALF,6652.01,3.49781e+07
Hammerfest,HFT,6007.08,3.49841e+07
Honningsvag,HVG,5963.92,3.49901e+07
Mehamn,MEH,5697.75,3.49958e+07
Alta,ALF,5588.41,3.50014e+07
Oslo,OSL,6073.67,3.50074e+07
Frankfurt,FRA,6426.54,3.50139e+07
Shenyang,SHE,8698.54,3.50226e+07
Mudanjiang,MDG,6542.05,3.50291e+07
Shenyang,SHE,6838.72,3.50359e+07
Tokyo,NRT,5441.28,3.50414e+07
Atlanta,ATL,5354.83,3.50467e+07
Meridian,MEI,14044.2,3.50608e+07
Atlanta,ATL,13659.7,3.50744e+07
Denver,DEN,14237,3.50887e+07
Cortez,CEZ,13038.2,3.51017e+07
Denver,DEN,12397.1,3.51141e+07
Hayden,HDN,13014.7,3.51271e+07
Denver,DEN,12879.8,3.514e+07
Liberal,LBL,13157.4,3.51532e+07
Denver,DEN,13102,3.51663e+07
Cody,COD,12945.3,3.51792e+07
Denver,DEN,13143.3,3.51924e+07
Frankfurt,FRA,15555.1,3.52079e+07
Oslo,OSL,6446.17,3.52144e+07
Orsta-Volda,HOV,7107.57,3.52215e+07
Oslo,OSL,7399.18,3.52289e+07
Istanbul,IST,5547.58,3.52344e+07
Exeter,STN,4796.41,3.52392e+07
ST MARY\\'S,ISC,8027.66,3.52472e+07
Exeter,EXT,8123.4,3.52554e+07
Malta,MLA,6352.99,3.52617e+07
St. Petersburg,LED,3776.77,3.52655e+07
Springfield,SGF,13615.5,3.52791e+07
Atlanta,ATL,13957.6,3.52931e+07
Erbil,EZE,13170.2,3.53062e+07
Cairo,CAI,865.436,3.53071e+07
Larnaca,LCA,186.019,3.53073e+07
Oslo,OSL,4465.9,3.53118e+07
Bodo,BOO,6949.33,3.53187e+07
Narvik,NVK,6928.5,3.53256e+07
Bodo,BOO,6745.06,3.53324e+07
Tromso,TOS,6918.16,3.53393e+07
Hammerfest,HFT,6459.98,3.53458e+07
Berlevag,BVG,5868.61,3.53516e+07
Vadso,VDS,5267.33,3.53569e+07
Tromso,TOS,5455.46,3.53623e+07
Murmansk,MMK,6142.56,3.53685e+07
Moscow,SVO,4172.51,3.53727e+07
Anapa,AAQ,2027.91,3.53747e+07
Moscow,SVO,1764.26,3.53765e+07
Tokyo,NRT,7432.37,3.53839e+07
Dallas-Fort Worth,DFW,4366.82,3.53883e+07
Joplin,JLN,13122.3,3.54014e+07
Dallas-Fort Worth,DFW,13801.6,3.54152e+07
Atlanta,ATL,13267.3,3.54284e+07
Allentown,ABE,13995.5,3.54424e+07
Sanford,SFB,14902.1,3.54573e+07
Bentonville,XNA,13807.2,3.54712e+07
New York,LGA,13823.9,3.5485e+07
Tel-aviv,TLV,12717.5,3.54977e+07
Mineralnye Vody,MRV,336.654,3.5498e+07
Aktau,SCO,595.004,3.54986e+07
Atyrau,GUW,877.356,3.54995e+07
Aktau,SCO,737.923,3.55002e+07
Kzyl-Orda,KZO,1754,3.5502e+07
Aktau,SCO,2362.06,3.55044e+07
Mineralnye Vody,MRV,808.251,3.55052e+07
Yekaterinburg,SVX,350.227,3.55055e+07
St. Petersburg,LED,1744.07,3.55073e+07
South Bend,SBN,13585.6,3.55208e+07
Atlanta,ATL,14820.2,3.55357e+07
Erbil,EZE,13170.2,3.55488e+07
Beirut,BEY,870.129,3.55497e+07
Moscow,SVO,1704.07,3.55514e+07
Arkhangelsk,ARH,2725.29,3.55541e+07
Moscow,SVO,2916.65,3.5557e+07
Mineralnye Vody,MRV,1946.99,3.5559e+07
Saratov,RTW,445.479,3.55594e+07
Yekaterinburg,SVX,660.931,3.55601e+07
Krasnodar,KRR,563.19,3.55607e+07
Novy Urengoy,NUX,1067.27,3.55617e+07
Ufa,UFA,1142.48,3.55629e+07
Noyabrsk,NOJ,776.938,3.55637e+07
Yekaterinburg,SVX,1348.22,3.5565e+07
Moscow,SVO,1155.46,3.55662e+07
Arkhangelsk,ARH,2725.29,3.55689e+07
Usinsk,USK,2719.37,3.55716e+07
Ukhta,UCT,1103.09,3.55727e+07
Usinsk,USK,1206.33,3.55739e+07
Arkhangelsk,ARH,1580.44,3.55755e+07
Naryan-Mar,NNM,2815.97,3.55783e+07
Arkhangelsk,ARH,2042.03,3.55803e+07
Moscow,SVO,2916.65,3.55833e+07
Yekaterinburg,SVX,1968.76,3.55852e+07
Kogalym,KGP,840.514,3.55861e+07
Yekaterinburg,SVX,1381.76,3.55875e+07
Krasnoyarsk,KJA,2110.18,3.55896e+07
Yekaterinburg,SVX,4032.92,3.55936e+07
Moscow,SVO,1155.46,3.55948e+07
Karaganda,KGF,2627.87,3.55974e+07
Moscow,SVO,2778.94,3.56002e+07
Khanty-Mansiysk,HMA,2036.65,3.56022e+07
Uraj,URJ,921.827,3.56031e+07
Yekaterinburg,SVX,565.247,3.56037e+07
Tashkent,TAS,1662.05,3.56053e+07
Tokyo,NRT,6296.34,3.56116e+07
Niigata,KIJ,6688.48,3.56183e+07
Tokyo,NRT,6288.76,3.56246e+07
San Francisco,SFO,1806.49,3.56264e+07
Arcata CA,ACV,10676.2,3.56371e+07
San Francisco,SFO,10929.5,3.5648e+07
Honolulu,HNL,10585,3.56586e+07
Anchorage,ANC,5888.66,3.56645e+07
Bethel,BET,10837.4,3.56753e+07
Kasigluk,KUK,9587.84,3.56849e+07
Nunapitchuk,NUP,9521.95,3.56945e+07
Austin TX,ATT,9859.99,3.57043e+07
Bethel,BET,12722,3.5717e+07
Anchorage,ANC,9204.97,3.57262e+07
Honolulu,HNL,10133.1,3.57364e+07
Atlanta,ATL,8264.49,3.57446e+07
Jacksonville NC,OAJ,13958.6,3.57586e+07
Atlanta,ATL,14429.8,3.5773e+07
Chicago,MDW,14121.5,3.57871e+07
